Glon Glat Vlsr Dgc azimuth Dsun
3.400419999999999732e+02 0.000000000000000000e+00 -1.030439999999999969e+02 3.056999999999999940e+00 -9.500000000000000000e+01 8.922000000000000597e+00
3.402110000000000127e+02 0.000000000000000000e+00 -1.023529999999999944e+02 3.052999999999999936e+00 -9.600000000000000000e+01 8.968999999999999417e+00
3.403829999999999814e+02 0.000000000000000000e+00 -1.016419999999999959e+02 3.048999999999999932e+00 -9.700000000000000000e+01 9.015000000000000568e+00
3.405579999999999927e+02 0.000000000000000000e+00 -1.009120000000000061e+02 3.044999999999999929e+00 -9.800000000000000000e+01 9.060000000000000497e+00
3.407370000000000232e+02 0.000000000000000000e+00 -1.001640000000000015e+02 3.040999999999999925e+00 -9.900000000000000000e+01 9.105999999999999872e+00
3.409180000000000064e+02 0.000000000000000000e+00 -9.939799999999999613e+01 3.037999999999999812e+00 -1.000000000000000000e+02 9.150000000000000355e+00
3.411019999999999754e+02 0.000000000000000000e+00 -9.861400000000000432e+01 3.033999999999999808e+00 -1.010000000000000000e+02 9.194000000000000838e+00
3.412889999999999873e+02 0.000000000000000000e+00 -9.781199999999999761e+01 3.029999999999999805e+00 -1.020000000000000000e+02 9.237999999999999545e+00
3.414780000000000086e+02 0.000000000000000000e+00 -9.699299999999999500e+01 3.025999999999999801e+00 -1.030000000000000000e+02 9.281000000000000583e+00
3.416700000000000159e+02 0.000000000000000000e+00 -9.615699999999999648e+01 3.021999999999999797e+00 -1.040000000000000000e+02 9.323999999999999844e+00
3.418650000000000091e+02 0.000000000000000000e+00 -9.530500000000000682e+01 3.017999999999999794e+00 -1.050000000000000000e+02 9.365999999999999659e+00
3.420620000000000118e+02 0.000000000000000000e+00 -9.443500000000000227e+01 3.013999999999999790e+00 -1.060000000000000000e+02 9.407999999999999474e+00
3.422620000000000005e+02 0.000000000000000000e+00 -9.354999999999999716e+01 3.009999999999999787e+00 -1.070000000000000000e+02 9.448999999999999844e+00
3.424639999999999986e+02 0.000000000000000000e+00 -9.264799999999999613e+01 3.007000000000000117e+00 -1.080000000000000000e+02 9.490000000000000213e+00
3.426680000000000064e+02 0.000000000000000000e+00 -9.173099999999999454e+01 3.003000000000000114e+00 -1.090000000000000000e+02 9.529999999999999361e+00
3.428740000000000236e+02 0.000000000000000000e+00 -9.079900000000000659e+01 2.999000000000000110e+00 -1.100000000000000000e+02 9.570000000000000284e+00
3.430830000000000268e+02 0.000000000000000000e+00 -8.985099999999999909e+01 2.995000000000000107e+00 -1.110000000000000000e+02 9.608999999999999986e+00
3.432939999999999827e+02 0.000000000000000000e+00 -8.888800000000000523e+01 2.991000000000000103e+00 -1.120000000000000000e+02 9.647999999999999687e+00
3.435059999999999718e+02 0.000000000000000000e+00 -8.791100000000000136e+01 2.987000000000000099e+00 -1.130000000000000000e+02 9.685999999999999943e+00
3.437210000000000036e+02 0.000000000000000000e+00 -8.691899999999999693e+01 2.983999999999999986e+00 -1.140000000000000000e+02 9.723000000000000753e+00
3.439370000000000118e+02 0.000000000000000000e+00 -8.591299999999999670e+01 2.979999999999999982e+00 -1.150000000000000000e+02 9.759999999999999787e+00
3.441560000000000059e+02 0.000000000000000000e+00 -8.489300000000000068e+01 2.975999999999999979e+00 -1.160000000000000000e+02 9.797000000000000597e+00
3.443759999999999764e+02 0.000000000000000000e+00 -8.385899999999999466e+01 2.971999999999999975e+00 -1.170000000000000000e+02 9.833000000000000185e+00
3.445980000000000132e+02 0.000000000000000000e+00 -8.281100000000000705e+01 2.967999999999999972e+00 -1.180000000000000000e+02 9.868000000000000327e+00
3.448210000000000264e+02 0.000000000000000000e+00 -8.175000000000000000e+01 2.964999999999999858e+00 -1.190000000000000000e+02 9.903000000000000469e+00
3.450470000000000255e+02 0.000000000000000000e+00 -8.067700000000000671e+01 2.960999999999999854e+00 -1.200000000000000000e+02 9.936999999999999389e+00
3.452730000000000246e+02 0.000000000000000000e+00 -7.959000000000000341e+01 2.956999999999999851e+00 -1.210000000000000000e+02 9.970000000000000639e+00
3.455020000000000095e+02 0.000000000000000000e+00 -7.849099999999999966e+01 2.952999999999999847e+00 -1.220000000000000000e+02 1.000300000000000011e+01
3.457309999999999945e+02 0.000000000000000000e+00 -7.737900000000000489e+01 2.948999999999999844e+00 -1.230000000000000000e+02 1.003599999999999959e+01
3.459630000000000223e+02 0.000000000000000000e+00 -7.625499999999999545e+01 2.946000000000000174e+00 -1.240000000000000000e+02 1.006799999999999962e+01
3.461949999999999932e+02 0.000000000000000000e+00 -7.511899999999999977e+01 2.942000000000000171e+00 -1.250000000000000000e+02 1.009900000000000020e+01
3.464289999999999736e+02 0.000000000000000000e+00 -7.397100000000000364e+01 2.938000000000000167e+00 -1.260000000000000000e+02 1.013000000000000078e+01
3.466639999999999873e+02 0.000000000000000000e+00 -7.281199999999999761e+01 2.934000000000000163e+00 -1.270000000000000000e+02 1.016000000000000014e+01
3.469010000000000105e+02 0.000000000000000000e+00 -7.164100000000000534e+01 2.931000000000000050e+00 -1.280000000000000000e+02 1.018900000000000006e+01
3.471390000000000100e+02 0.000000000000000000e+00 -7.045900000000000318e+01 2.927000000000000046e+00 -1.290000000000000000e+02 1.021799999999999997e+01
3.473770000000000095e+02 0.000000000000000000e+00 -6.926699999999999591e+01 2.923000000000000043e+00 -1.300000000000000000e+02 1.024699999999999989e+01
3.476170000000000186e+02 0.000000000000000000e+00 -6.806300000000000239e+01 2.919000000000000039e+00 -1.310000000000000000e+02 1.027399999999999913e+01
3.478580000000000041e+02 0.000000000000000000e+00 -6.684900000000000375e+01 2.915999999999999925e+00 -1.320000000000000000e+02 1.030100000000000016e+01
3.481000000000000227e+02 0.000000000000000000e+00 -6.562399999999999523e+01 2.911999999999999922e+00 -1.330000000000000000e+02 1.032799999999999940e+01
3.483430000000000177e+02 0.000000000000000000e+00 -6.439000000000000057e+01 2.907999999999999918e+00 -1.340000000000000000e+02 1.035399999999999920e+01
3.485880000000000223e+02 0.000000000000000000e+00 -6.314500000000000313e+01 2.903999999999999915e+00 -1.350000000000000000e+02 1.037899999999999956e+01
